x,y,c
179263,381245,7
179338,377336,7
177521,382756,7
172815,377546,7
179505,377441,7
176212,386469,7
179279,380807,7
187805,384897,7
180107,383023,7
184774,381139,7
176488,383907,7
184034,380044,7
174708,381189,7
179115,375023,7
180919,376247,7
181961,382604,7
179607,378847,7
176578,378367,7
176149,380824,7
177716,371500,7
176777,378544,7
178169,376419,7
176994,381186,7
183928,380489,7
180854,375265,7
180896,379777,7
177347,379024,7
180875,381737,7
181021,378133,7
177040,375458,7
176240,379386,7
173881,380965,7
182760,381412,7
176799,381758,7
180148,377067,7
180263,377346,7
180288,377923,7
177982,381740,7
179284,380821,7
179029,381007,7
184268,383628,7
176344,381767,7
179349,379387,7
183372,380846,7
181332,387144,7
176559,384192,7
182508,378840,7
171456,373279,7
178442,378610,7
184958,380918,7
181576,373872,7
182503,384350,7
179706,384436,7
178798,379843,7
182201,378986,7
187327,383097,7
179151,382215,7
184544,380051,7
178295,378079,7
178640,380674,7
182058,386063,7
177147,375137,7
182980,385704,7
174677,373690,7
172345,376601,7
179497,381757,7
181040,383595,7
184033,377686,7
180378,379460,7
183018,377734,7
180761,375227,7
182149,383805,7
176936,378179,7
179758,380072,7
178110,386459,7
179251,381000,7
187263,380644,7
175560,381822,7
180108,380767,7
178985,376103,7
181200,382430,7
185669,380593,7
182885,380008,7
177923,382190,7
175466,380162,7
182682,378544,7
176863,375887,7
177738,381823,7
181472,382625,7
175186,380158,7
184921,380781,7
180325,379750,7
179260,379554,7
182555,379595,7
182549,384766,7
179212,383573,7
183486,379175,7
181162,382444,7
183479,378524,7
180833,377828,7
179396,379555,7
185530,381205,7
177523,377973,7
182002,375672,7
186395,383158,7
178693,378466,7
182007,380273,7
181011,381941,7
178899,380152,7
179989,380070,7
181954,381320,7
187363,382463,7
182803,378466,7
179228,381030,7
173760,381285,7
180788,381189,7
180825,375291,7
177497,383360,7
183192,377046,7
181236,386244,7
181856,378104,7
178463,379155,7
177837,383211,7
178522,375579,7
176488,381108,7
178348,382150,7
182298,381922,7
172868,376999,7
174397,380872,7
180084,376926,7
181039,381044,7
177000,377964,7
181696,380765,7
183981,377831,7
182162,381516,7
175056,377958,7
177690,377089,7
177300,372787,7
178929,381373,7
177877,385258,7
177339,377986,7
186040,385131,7
178947,379314,7
179518,377396,7
180906,380351,7
174522,378168,7
176390,381824,7
181486,377445,7
181111,380518,7
176329,380538,7
183560,380756,7
179789,380880,7
180448,378712,7
180346,375381,7
178261,380890,7
174209,376446,7
179586,383463,7
175051,378536,7
179479,382662,7
180656,385491,7
180626,378995,7
175616,377668,7
181159,383614,7
176172,380614,7
180796,380197,7
181907,380638,7
185055,378180,7
173515,382655,7
182622,378815,7
179487,383442,7
179762,378447,7
178222,384403,7
180740,381009,7
179182,370156,7
178043,379230,7
178297,383794,7
181949,379192,7
181555,378108,7
183480,381760,7
181148,384721,7
179539,382288,7
176400,379996,7
180995,381721,7
179030,381534,7
180700,379503,7
182766,381528,7
178441,379803,7
178475,382055,7
179180,381872,7
180672,375576,7
186441,378923,7
177240,375852,7
184237,380726,7
179319,372765,7
182839,379913,7
180189,383348,7
178311,381204,7
179180,384359,7
183032,380257,7
184006,378708,7
183039,374531,7
178217,388114,7
175924,380507,7
181268,383480,7
181670,381851,7
172055,377987,7
180077,379002,7
186627,372719,7
179404,376774,7
177963,378462,7
176813,377601,7
174273,381717,7
178452,381282,7
180953,378503,7
176889,375961,7
180802,382540,7
182492,379996,7
178124,380864,7
181556,381244,7
181788,379803,7
179865,382240,7
186187,381336,7
175977,379744,7
180870,376737,7
177069,379832,7
177718,382657,7
181394,378853,7
183456,381608,7
180538,382052,7
184126,390892,7
177059,377445,7
181069,379465,7
178321,378479,7
177605,374937,7
171678,379746,7
182404,381264,7
185929,379452,7
181580,380017,7
184352,380113,7
180187,379068,7
176109,376925,7
177241,377461,7
177462,376861,7
183486,382548,7
178481,379767,7
180289,381061,7
175784,377373,7
179421,373126,7
174859,379642,7
177779,381748,7
182402,383838,7
185406,374809,7
181535,381088,7
180307,380530,7
183394,380485,7
182302,379882,7
172256,385344,7
174335,375790,7
177365,380370,7
177237,381114,7
174940,373274,7
177855,381166,7
177055,384293,7
183479,379445,7
178071,378891,7
175965,375015,7
178684,380822,7
177834,383045,7
180829,376127,7
179269,375675,7
175302,377641,7
181835,380486,7
178849,383411,7
178103,381579,7
177306,379472,7
182510,377597,7
179656,380157,7
175090,381204,7
186865,378415,7
178919,380616,7
180857,380936,7
181122,384286,7
175868,384483,7
183862,374524,7
180794,383523,7
180454,378002,7
184271,376298,7
180503,378142,7
174554,377953,7
179949,380978,7
183690,379690,7
183835,376129,7
180837,378988,7
174645,373463,7
183467,385325,7
179819,377957,7
180607,382249,7
184052,382505,7
181274,378068,7
168229,374018,7
174739,374655,7
177382,382277,7
175917,379215,7
180485,383393,7
180481,378576,7
177808,370570,7
183698,376956,7
177508,382254,7
178907,380545,7
177890,385675,7
177165,380807,7
180173,374375,7
175591,387371,7
179013,383277,7
182626,375669,7
182573,380953,7
173846,379245,7
181286,377744,7
178552,374149,7
181425,377163,7
180544,380918,7
179000,378151,7
179958,377299,7
181922,380347,7
182296,388428,7
177629,380536,7
175803,382001,7
178675,378164,7
183226,375422,7
181084,376562,7
181246,381831,7
178601,380012,7
177579,379610,7
186568,383366,7
179667,386515,7
179895,383019,7
179134,378860,7
180220,380970,7
178990,382860,7
176698,379891,7
181559,384792,7
184553,384344,7
180585,381944,7
177647,374868,7
180178,376254,7
183226,377148,7
185639,383860,7
175556,379474,7
180361,386018,7
178630,379484,7
181722,380139,7
180534,379348,7
178139,383854,7
174285,382744,7
176160,380203,7
178082,378234,7
179134,378732,7
183718,379230,7
178120,381955,7
181176,383308,7
182864,385462,7
180733,383340,7
180268,376635,7
178069,382972,7
182660,380664,7
185150,378284,7
181504,379518,7
180972,379643,7
180744,380081,7
183270,380773,7
178954,379469,7
178380,378439,7
181682,384046,7
179031,384456,7
182820,381997,7
175371,379757,7
184194,384894,7
177690,378609,7
180754,379127,7
178520,380031,7
182257,383360,7
175517,379231,7
176625,381391,7
185162,380201,7
176916,380393,7
177792,373555,7
180197,384414,7
177474,382914,7
180464,376711,7
183719,372585,7
180217,385235,7
185459,380732,7
175416,382480,7
179100,381776,7
177236,381025,7
181165,383809,7
176010,381099,7
174436,374079,7
178756,382014,7
174260,378355,7
177160,380326,7
178269,380518,7
174718,380552,7
181783,378424,7
180966,378299,7
178017,376422,7
175597,383011,7
179129,380208,7
179469,381373,7
173129,382569,7
184134,376776,7
181377,376567,7
174455,378891,7
186255,382799,7
179514,377217,7
175341,377169,7
177072,381388,7
180831,381072,7
175447,381298,7
178503,382029,7
179679,383254,7
178656,374401,7
180644,380520,7
177748,380934,7
179208,374567,7
180603,380354,7
172979,382657,7
173934,374608,7
176626,379796,7
180253,378213,7
180641,382289,7
177688,376238,7
184150,376858,7
183583,384432,7
179440,381461,7
190516,385362,7
178845,382613,7
183110,382247,7
179801,380358,7
174546,375296,7
185945,380573,7
176637,380313,7
180233,381617,7
186074,377737,7
182032,380491,7
181173,385523,7
179540,378219,7
180775,380411,7
185977,381157,7
178542,376967,7
179299,381069,7
178559,380522,7
178697,372390,7
179455,386917,7
181957,384523,7
180279,383838,7
177594,382458,7
185224,379445,7
177250,375952,7
178955,378417,7
180253,381607,7
174680,385480,7
176809,376528,7
175909,385467,7
171575,375846,7
186745,383203,7
177690,379540,7
182657,374124,7
180054,387870,7
176856,375889,7
179872,377761,7
181280,378709,7
176386,378457,7
183789,381049,7
183785,381415,7
179692,386552,7
181943,384668,7
176146,382645,7
181808,378112,7
179594,383340,7
185087,379883,7
176973,378789,7
186361,382354,7
180064,376245,7
181409,372573,7
184584,379157,7
183488,377695,7
177230,382408,7
177106,378884,7
177107,384240,7
183399,378689,7
179571,381928,7
178594,381402,7
180261,381260,7
183275,377278,7
179498,380139,7
180978,379700,7
172678,377452,7
177889,378829,7
176627,378142,7
177979,378822,7
177590,377048,7
178665,376028,7
207959,343760,6
209086,349496,6
213164,347898,6
208140,357334,6
214925,350736,6
205695,350751,6
216009,351845,6
210562,349702,6
203149,343560,6
212235,356804,6
202963,350426,6
211079,347609,6
217119,349997,6
209475,354962,6
211540,350642,6
212128,350775,6
208814,348819,6
212595,345461,6
208815,347649,6
212778,347551,6
206844,349909,6
210223,350512,6
209081,349335,6
207539,352054,6
210280,348934,6
205340,350272,6
204815,346751,6
205404,346449,6
207460,348822,6
212664,352861,6
210158,350627,6
213946,351331,6
213121,348078,6
208479,347684,6
205697,351372,6
210088,351410,6
208900,345718,6
213871,345668,6
207680,352965,6
214995,350413,6
210804,349576,6
211469,351339,6
207739,349437,6
206788,350348,6
209443,351417,6
210067,344922,6
205380,349584,6
210349,349916,6
207569,351027,6
211332,351094,6
213087,346397,6
204020,349817,6
207705,346626,6
209143,348800,6
202880,349620,6
201797,352186,6
204645,350927,6
212832,351122,6
215118,346034,6
207983,350148,6
208572,353548,6
210562,343400,6
212576,351712,6
212782,342538,6
217925,349833,6
211495,351403,6
206307,344264,6
217332,353123,6
206844,350324,6
207771,352793,6
212869,351819,6
210555,348653,6
210216,351046,6
210019,349939,6
205764,343634,6
205935,350658,6
204698,350533,6
212390,351574,6
207167,350072,6
204515,349079,6
211507,341698,6
209197,354791,6
205879,346679,6
210918,347825,6
211390,352762,6
211592,348377,6
208071,346663,6
208881,351906,6
208634,349064,6
210520,346523,6
211614,355347,6
215195,349555,6
208055,347370,6
208012,345540,6
209442,348919,6
213672,355254,6
208740,351850,6
212936,347060,6
207674,349132,6
207293,352439,6
215734,355476,6
212721,349864,6
211796,347607,6
210021,350910,6
208103,346251,6
213716,353145,6
213577,347387,6
204428,347487,6
206358,343371,6
208835,346888,6
214693,351281,6
211237,353894,6
214135,353903,6
208175,344743,6
211509,349029,6
208035,349776,6
204070,349361,6
210973,350780,6
210123,350579,6
207591,348121,6
208261,349072,6
207535,347573,6
211646,348010,6
206709,352605,6
211872,346385,6
209078,348773,6
209253,346205,6
207227,351751,6
207354,346309,6
207872,344443,6
207092,345649,6
207766,351493,6
207970,356516,6
205194,347704,6
204481,352044,6
200106,354086,6
211726,353998,6
206918,354770,6
210699,348182,6
208753,353148,6
212649,349496,6
211200,345447,6
214679,349347,6
210753,351191,6
211704,355944,6
208802,352705,6
207108,350505,6
204548,352551,6
205664,347947,6
215568,346433,6
205895,347427,6
211619,346432,6
210216,353113,6
212180,349792,6
209292,346185,6
209134,349261,6
211992,347539,6
208998,348911,6
210764,354558,6
214481,355141,6
211958,347855,6
208119,348634,6
209127,351247,6
214480,350807,6
204357,347828,6
211006,353317,6
214891,346024,6
210036,358017,6
210629,348937,6
213055,351568,6
217298,348508,6
213021,347091,6
208211,353389,6
210018,350123,6
207831,350510,6
210034,350399,6
202287,351420,6
206818,355155,6
211770,352271,6
211512,352314,6
205791,353477,6
211619,352990,6
210635,346445,6
213304,349499,6
210632,344950,6
207019,351532,6
207164,355702,6
206087,354580,6
210754,352973,6
212674,347316,6
208655,347546,6
208977,350463,6
208265,349412,6
203042,352035,6
206006,353736,6
208683,349078,6
211034,349878,6
207331,353179,6
206160,351156,6
206502,344364,6
212519,347699,6
210877,347721,6
210454,345873,6
212468,349676,6
212711,350685,6
208022,354188,6
204552,351677,6
205390,353198,6
212849,347913,6
211489,351162,6
205593,354706,6
208689,347831,6
209797,352098,6
210373,354044,6
209807,346709,6
207372,351273,6
213490,347496,6
208419,348348,6
206998,347604,6
203798,347800,6
205966,348625,6
218717,348238,6
208111,347834,6
214691,352045,6
208353,355091,6
213232,345472,6
208121,348956,6
207752,350850,6
211121,351636,6
210505,353048,6
212196,350633,6
208404,344360,6
211766,352278,6
207787,352605,6
212608,348532,6
212098,349211,6
210939,348260,6
206657,349149,6
204782,346536,6
208102,353548,6
210393,346223,6
205140,348315,6
211623,354324,6
215099,351722,6
208513,348713,6
209541,348613,6
206746,350893,6
209815,352822,6
207211,351980,6
213269,355789,6
212435,347069,6
210737,349507,6
209108,343534,6
215156,351802,6
203176,351628,6
211114,350369,6
212124,344906,6
210144,343527,6
214182,356148,6
207524,345822,6
210192,352965,6
214316,349892,6
207168,349470,6
213985,348478,6
204412,351231,6
209276,349433,6
214516,347090,6
211741,349191,6
209984,349944,6
210815,349665,6
207134,351113,6
205267,350791,6
203401,341429,6
211914,347710,6
203924,349034,6
211247,351617,6
204273,351582,6
211589,351857,6
210870,348890,6
210525,354593,6
208794,347333,6
213973,345768,6
212669,351605,6
206092,352643,6
208352,352889,6
211313,351775,6
208801,352633,6
213398,350837,6
206018,354528,6
211659,354422,6
212291,350520,6
211092,352571,6
210782,353571,6
205710,354290,6
215262,350110,6
209557,353913,6
205996,353040,6
206870,352755,6
205428,353319,6
207044,349367,6
211933,352142,6
208956,353328,6
210603,348669,6
212556,346226,6
207890,351862,6
212395,350872,6
209412,351357,6
209063,349865,6
211044,347441,6
209450,351464,6
208169,352753,6
215377,351455,6
210153,349344,6
210069,349879,6
208722,349155,6
205354,345190,6
213958,351230,6
206956,353037,6
210359,350220,6
210179,348241,6
213630,352448,6
209200,353724,6
207412,351172,6
208212,351374,6
210434,350741,6
209397,348132,6
205346,349951,6
213270,353878,6
208485,349672,6
217976,353020,6
209953,349805,6
209195,351777,6
210271,348078,6
210700,346325,6
211732,342510,6
218307,353134,6
203856,350477,6
206799,351971,6
207837,351581,6
210974,344504,6
208812,350206,6
211779,356266,6
205603,352489,6
213652,349891,6
210838,348611,6
211043,348955,6
206110,350423,6
208117,350395,6
210519,347237,6
207579,348328,6
212579,349367,6
207991,353249,6
207506,352953,6
211478,351100,6
207168,345749,6
213067,351062,6
205213,351986,6
207683,349161,6
216433,346531,6
207314,347323,6
208525,352315,6
210878,349872,6
211126,351318,6
219261,351906,6
214426,352809,6
208397,352851,6
212101,351599,6
214495,352190,6
209844,351140,6
202322,345630,6
209029,352821,6
205892,352886,6
211849,351220,6
209657,349212,6
213317,348545,6
206791,344756,6
213648,350458,6
206325,351543,6
214785,353500,6
210568,349662,6
213773,348859,6
205487,354962,6
212731,355659,6
208121,357338,6
205134,346564,6
213991,346360,6
211299,350642,6
209500,351174,6
210722,352227,6
208469,348299,6
205694,348944,6
203322,348362,6
204572,343256,6
208515,347265,6
212125,350424,6
209668,348659,6
210425,352691,6
208563,351724,6
210989,351040,6
212575,352209,6
207643,356229,6
205992,348807,6
211719,358553,6
207963,355642,6
202998,353279,6
210779,343883,6
211891,348412,6
212224,346078,6
211172,350753,6
209749,346645,6
210390,348655,6
216120,355262,6
210146,346150,6
208888,344078,6
214401,348088,6
213659,349559,6
215401,352692,6
213053,350677,6
211766,349068,6
214396,351178,6
209476,346366,6
209081,350855,6
207452,353007,6
215484,350485,6
217427,354473,6
213217,349275,6
208136,353023,6
206195,345384,6
207148,349857,6
210181,351811,6
205932,346296,6
205095,344864,6
205233,347663,6
211422,349327,6
203549,353624,6
211556,346991,6
211338,353419,6
206661,348850,6
207008,347753,6
208169,348713,6
207984,356520,6
212678,348330,6
209546,354718,6
207307,350000,6
211595,348578,6
213099,352531,6
204543,349831,6
213807,350111,6
206744,351191,6
203850,347887,6
210237,356685,6
213576,350669,6
213870,352925,6
208757,353075,6
212181,347281,6
209608,354594,6
209393,353038,6
213638,348014,6
210755,351068,6
213041,347427,6
211549,354026,6
207961,349712,6
211742,353037,6
209512,350138,6
206126,350456,6
210646,348510,6
209977,348553,6
208342,349243,6
210374,357670,6
207320,352471,6
216017,352369,6
204955,351225,6
205129,357059,6
213324,351771,6
207573,351818,6
207978,347867,6
207982,349739,6
212837,347018,6
210375,351755,6
211572,348051,6
204118,353706,6
204365,352516,6
210692,349861,6
204053,348279,6
216009,346276,6
211013,352778,6
214132,353113,6
204395,349126,6
211683,356788,6
211550,352025,6
213621,352256,6
208899,349963,6
205674,351986,6
207730,347436,6
208336,349531,6
208976,346766,6
209326,346059,6
210803,344298,6
216649,355667,6
207355,343342,6
207889,357199,6
215545,352959,6
217801,344127,6
207682,349484,6
203947,352179,6
211568,347991,6
207773,352281,6
209756,346710,6
209684,350277,6
211020,354896,6
205862,350764,6
210750,353973,6
208680,350074,6
205289,347388,6
209551,351571,6
206692,349838,6
219057,357608,6
210159,347437,6
209688,350280,6
209272,345328,6
209628,355082,6
213849,352463,6
205615,354020,6
207572,348960,6
213203,351738,6
211487,354243,6
209389,349016,6
214280,352219,6
209684,345546,6
213001,349378,6
209990,349623,6
215661,348363,6
212621,345300,6
212061,351111,6
207294,350485,6
208607,351819,6
211217,353169,6
210914,347340,6
205489,350374,6
210875,350544,6
211118,353880,6
204414,352351,6
206359,347170,6
214621,344751,6
208279,347273,6
206422,352754,6
208860,349863,6
213948,349754,6
211356,347943,6
202884,347322,6
208257,351283,6
204968,351882,6
208067,351400,6
203992,349966,6
212115,353890,6
213251,349758,6
212673,350216,6
213161,347234,6
213935,351025,6
207424,349278,6
208390,346630,6
205617,351309,6
203783,350228,6
207042,356191,6
205848,351211,6
210169,351646,6
208814,349326,6
211379,346701,6
207047,345972,6
211075,351172,6
210618,354888,6
204815,350670,6
203805,352380,6
202620,347720,6
207929,350779,6
210265,349196,6
211617,347669,6
206855,352027,6
208657,348983,6
202819,339160,6
215636,356651,6
207511,348811,6
211186,351324,6
204930,348063,6
208442,350337,6
213035,349481,6
206168,349423,6
211577,348789,6
206265,346154,6
212047,348761,6
211561,351082,6
209609,349348,6
215673,355594,6
204919,359231,6
211695,347791,6
215631,347818,6
210983,346785,6
212239,347154,6
209413,349589,6
212788,351366,6
204319,349919,6
206421,345530,6
206553,354456,6
206378,352654,6
217569,347654,6
215472,349801,6
208040,348276,6
211397,349947,6
204770,347464,6
207768,347526,6
209076,350478,6
210966,349144,6
213807,350374,6
211952,349089,6
209937,349538,6
213929,351066,6
209418,347884,6
212071,354567,6
216433,352547,6
206300,340960,6
209112,347826,6
206903,351716,6
205040,352448,6
213131,345825,6
208541,355412,6
204619,349337,6
206762,344948,6
213116,348975,6
212045,348162,6
210356,354977,6
204987,342605,6
208354,347296,6
206957,350913,6
214233,352761,6
207905,344678,6
212692,354574,6
215361,346103,6
214229,347647,6
211966,349106,6
205922,352244,6
217349,352468,6
205821,349598,6
207830,352543,6
209948,348285,6
212361,355183,6
210865,350376,6
207460,343952,6
206855,346841,6
205251,346424,6
208794,346325,6
209089,351988,6
209556,346155,6
208795,349879,6
211592,349777,6
209556,347521,6
208145,350157,6
209124,347702,6
215185,356333,6
210206,345269,6
213356,351170,6
208798,348307,6
207782,349119,6
214406,344996,6
211935,352842,6
208092,350489,6
214351,353882,6
209253,351880,6
209790,347476,6
209841,346140,6
209509,348344,6
210897,351724,6
205475,346071,6
211736,349403,6
202231,342346,6
209946,346897,6
206446,351134,6
211446,352714,6
206806,354057,6
212745,351596,6
207778,350914,6
207019,346624,6
210861,343860,6
208848,353014,6
208335,351526,6
208245,351226,6
212679,352326,6
208442,348466,6
209642,353497,6
208115,352832,6
209442,349036,6
207507,347813,6
211631,350004,6
210837,352189,6
212679,353886,6
210801,353193,6
211034,344148,6
210603,350987,6
214893,340833,6
209599,344929,6
208863,347223,6
210885,350228,6
208733,349692,6
205813,349195,6
208117,353075,6
208237,350193,6
211484,352923,6
211683,349929,6
209342,347057,6
210737,346341,6
207183,353493,6
209690,348660,6
209034,351426,6
212190,350198,6
212732,348625,6
208264,351275,6
203896,346739,6
210192,352915,6
213696,354392,6
213524,356080,6
211983,352325,6
213138,353257,6
207055,352186,6
206025,346430,6
211452,349782,6
209513,351270,6
206250,346029,6
212232,349520,6
214365,345980,6
210825,349257,6
210886,350806,6
210393,351097,6
207763,351927,6
210065,353092,6
212705,349592,6
206386,352663,6
213016,353558,6
213972,349904,6
209727,350321,6
209637,352825,6
214335,350226,6
211498,347863,6
211406,348541,6
209526,347928,6
207419,346331,6
208573,353737,6
211321,343572,6
207098,349420,6
209903,350398,6
207672,350416,6
205760,348904,6
215155,345711,6
212750,348563,6
209348,346701,6
213628,352526,6
210263,348789,6
211493,351646,6
211358,349936,6
210955,348337,6
210042,347690,6
209965,345634,6
207713,347257,6
213726,348449,6
209057,349559,6
209868,351290,6
206606,350385,6
210099,352706,6
214744,350626,6
206482,352868,6
212281,349655,6
205368,348624,6
211695,352734,6
214864,351501,6
210392,350475,6
206347,348216,6
215436,350062,6
206680,346902,6
207872,349181,6
211385,350752,6
211186,355137,6
209757,348585,6
210800,348752,6
211383,350849,6
209466,350407,6
210840,350115,6
208828,350221,6
208355,343387,6
208384,353973,6
210250,351970,6
206806,348361,6
207791,347719,6
209619,347790,6
211131,344829,6
209353,349154,6
209992,353754,6
208008,344881,6
205189,344028,6
208091,349733,6
208127,345571,6
214523,349549,6
213239,347960,6
211612,351520,6
213867,349030,6
210259,350409,6
208201,351143,6
212714,351545,6
207855,351308,6
207531,348830,6
211715,342401,6
208161,350610,6
206705,346747,6
207511,351425,6
207985,345625,6
205663,352788,6
207653,346930,6
211667,348103,6
216846,351937,6
208143,357194,6
211893,347215,6
215629,356193,6
209950,351538,6
208800,347070,6
210664,352471,6
210657,350764,6
207399,348261,6
210360,348661,6
208126,343358,6
206530,349147,6
210375,351707,6
212843,351117,6
211890,349145,6
210006,353352,6
212222,348975,6
213413,352279,6
209555,346313,6
208963,349289,6
212250,351126,6
209974,352267,6
215909,350713,6
205902,350670,6
205277,353480,6
206639,353579,6
210439,348272,6
209816,350720,6
209247,354793,6
212960,350821,6
209518,350051,6
211632,354628,6
215146,353321,6
213662,348299,6
208458,349858,6
217020,347165,6
213074,349525,6
210732,352901,6
206633,345610,6
215385,353753,6
209647,348756,6
209640,347770,6
210093,347698,6
210715,343370,6
216997,350403,6
214277,346803,6
209746,344691,6
215026,350487,6
208888,348040,6
206627,348406,6
208559,350247,6
208080,350325,6
209606,348859,6
209783,349081,6
212613,349010,6
207771,348970,6
213163,347373,6
209031,345789,6
211619,346621,6
215814,352242,6
210430,350060,6
211586,352990,6
207806,353493,6
210734,347670,6
207506,346426,6
209457,344091,6
207762,349112,6
210286,352204,6
207214,354435,6
212710,350510,6
210834,348621,6
205944,350287,6
203804,346795,6
205241,349809,6
207047,349450,6
209965,346100,6
211212,349063,6
206174,351073,6
204331,353916,6
208424,351574,6
204595,355571,6
209242,347742,6
206343,350217,6
211406,349616,6
207979,350262,6
210210,346634,6
206949,349369,6
215486,349556,6
210272,348853,6
209124,348766,6
205805,348768,6
211076,350135,6
206539,353731,6
206307,348438,6
207763,349760,6
207896,344608,6
208033,350389,6
215251,350779,6
212050,348169,6
214289,351594,6
201528,348251,6
209125,349058,6
209526,346399,6
208979,352658,6
215213,347619,6
208364,350176,6
207438,350118,6
211006,352361,6
206063,351932,6
215146,346250,6
213193,354380,6
217370,352541,6
211753,347188,6
210647,346951,6
213917,349103,6
210428,348357,6
209938,353032,6
207015,352907,6
207552,350420,6
209883,353218,6
212093,350555,6
213094,354483,6
207929,353627,6
208505,345859,6
207204,352352,6
206052,350763,6
210925,349401,6
209056,352551,6
214225,349006,6
208636,348083,6
212764,352059,6
208382,349505,6
211428,350444,6
213891,353999,6
209413,348382,6
210688,350829,6
201673,351583,6
208509,346184,6
210632,350387,6
210349,349501,6
215256,351964,6
211077,350932,6
209995,350091,6
211651,347581,6
205912,352497,6
208521,354549,6
211570,351706,6
209263,352586,6
202430,349395,6
212287,348988,6
205673,350136,6
206007,344715,6
211346,355355,6
209232,352851,6
207535,343987,6
205005,345370,6
208032,351614,6
203083,348802,6
211122,350016,6
209762,344935,6
205871,349982,6
209376,350506,6
219288,352927,6
210706,345437,6
211260,353336,6
215092,347169,6
211221,350313,6
210031,354765,6
210229,354206,6
211009,351322,6
213386,353680,6
210951,346469,6
213707,352964,6
209654,352840,6
212616,347023,6
208356,350273,6
212698,359263,6
206284,352655,6
208563,353773,6
208400,351750,6
215704,346927,6
206797,343705,6
206078,349355,6
210843,346888,6
206181,345073,6
206679,349232,6
211482,351508,6
210895,357178,6
214241,348978,6
211204,350405,6
214539,358660,6
212529,346989,6
215150,351311,6
210408,349202,6
203407,353486,6
207954,350147,6
209204,353921,6
210602,351356,6
208522,352237,6
211678,344906,6
210774,347770,6
216155,346452,6
205962,344840,6
210024,352870,6
208851,353170,6
214006,349969,6
211701,347054,6
212551,353541,6
209647,355706,6
212887,352502,6
214821,347895,6
207811,348367,6
207146,351927,6
210223,350218,6
207823,353012,6
213892,347300,6
209132,354747,6
206510,348745,6
210257,347788,6
207515,346055,6
205372,352230,6
211255,349068,6
208216,348959,6
211196,348932,6
213701,347099,6
209855,347757,6
207992,349424,6
211048,356931,6
212790,349094,6
211324,352645,6
209872,347023,6
209778,352725,6
206791,352498,6
209577,352209,6
209871,351156,6
211906,344448,6
212474,349802,6
210679,351960,6
207439,344051,6
205619,348244,6
210287,353797,6
209323,350039,6
210477,354315,6
202552,348191,6
211961,354094,6
210982,350601,6
209713,352105,6
208745,345338,6
211881,345533,6
210696,351606,6
207734,348645,6
210037,344261,6
206980,348272,6
207539,348635,6
214834,347794,6
204092,345486,6
206139,350312,6
218381,351894,6
210300,347505,6
211253,354290,6
214293,348896,6
203862,343154,6
215567,350629,6
213353,352895,6
206690,343699,6
209140,355821,6
211381,349224,6
207262,347137,6
207976,350690,6
208358,348138,6
209530,352941,6
207942,353972,6
211896,351566,6
210298,350012,6
214368,345077,6
207613,347358,6
213060,350375,6
211704,343883,6
212034,346887,6
209712,350442,6
209739,346098,6
205778,347151,6
213710,351319,6
209399,350536,6
211251,350498,6
212355,357916,6
209207,352031,6
210523,347914,6
208623,350015,6
213702,354022,6
207125,355404,6
214116,352566,6
213293,347881,6
214665,352624,6
210907,351879,6
214573,352110,6
209810,349812,6
209499,349264,6
208657,350171,6
211438,348260,6
208688,351739,6
209815,349822,6
209199,354110,6
209326,352279,6
203274,350040,6
209255,354115,6
204598,352192,6
211019,351172,6
212340,347369,6
207795,353972,6
212187,349821,6
211353,349029,6
210039,350099,6
215553,353917,6
212440,350617,6
209902,346414,6
212218,349338,6
212055,347669,6
215326,349677,6
205605,345623,6
212305,351350,6
210644,348980,6
207141,346933,6
204756,347647,6
207183,353716,6
209697,346209,6
211292,351658,6
212131,350745,6
208996,346144,6
209269,350053,6
212135,347302,6
212629,352893,6
213802,352115,6
203998,349032,6
206182,346506,6
210905,348455,6
213324,348765,6
207167,350804,6
209083,353829,6
208558,352243,6
209787,348578,6
208568,343932,6
212395,347924,6
205098,350619,6
216392,347300,6
205688,349553,6
213190,354952,6
213660,355480,6
209473,350501,6
210569,355625,6
208581,351651,6
212483,352479,6
211013,351853,6
210730,348522,6
212719,350889,6
209732,351602,6
213799,354110,6
209926,341902,6
212193,347532,6
210243,354387,6
211629,352214,6
210573,350743,6
211862,351830,6
208673,353590,6
213789,347405,6
208932,351187,6
211163,344198,6
206408,350056,6
214366,350739,6
212676,354232,6
209052,347593,6
207197,351436,6
208806,352888,6
211208,347897,6
211357,351116,6
212135,350367,6
208256,349279,6
210132,348445,6
209470,347863,6
208052,346130,6
212646,348807,6
211139,347188,6
208926,349747,6
208739,354798,6
209911,349059,6
207802,352837,6
207173,351253,6
209778,354227,6
208753,349855,6
209078,349595,6
211415,349665,6
215547,346724,6
207420,356137,6
215918,346102,6
210426,349652,6
207861,348633,6
212054,350437,6
211240,345621,6
208288,352278,6
210400,349904,6
205467,348826,6
201901,353664,6
210962,352219,6
206574,355065,6
212007,354337,6
211907,348469,6
213220,349517,6
212043,354129,6
212439,348931,6
209121,349676,6
217086,349296,6
210847,351398,6
211264,353510,6
214173,348501,6
206701,348091,6
219587,353960,6
206154,354996,6
214512,353448,6
214223,346103,6
207889,349574,6
203766,350366,6
207110,349940,6
210506,348386,6
211470,344622,6
210999,353897,6
208511,353191,6
209816,352257,6
215660,349377,6
211358,346000,6
209333,351769,6
210059,347296,6
